Kingdom,Phylum,Class,Order,Family,Species,Library?,Source,Source 2,Notes,Selected,TE_count,MCH_Parameters
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria bicolor,Complete,RM2+MCH,,B-GUT,RM2+MCH,23,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria trichodermophora,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,38,"x=10, e=500, c=1"
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea fermentati,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea meyersii,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea mirantina,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea quebecensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea thermotolerans,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula cervina,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula occidentalis,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula subtilissima,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula willkommii,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius akahatsu,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius controversus,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius deliciosus,Complete,RM2+MCH,,B-GUT,RM2+MCH,18,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius hatsudake,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius hengduanensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,26,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius indigo,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,138,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius psammicola,Complete,RM2+MCH,,B-GUT,RM2+MCH,21,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius pseudohatsudake,Complete,RM2+MCH,,B-GUT,RM2+MCH,24,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius quietus,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius sanguifluus,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius subdulcis,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius vividus,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactifluus subvellereus,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asterales,Asteraceae,Lactuca sativa,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,212,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Laetiporus sulphureus,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria siceraria,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,250,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama guanicoe,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,272,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Lanmaoa asiatica,Complete,RM2+MCH,,B-GUT,RM2+MCH,13,"x=0, e=500, c=1"
Plantae,Pinophyta,Pinopsida,Pinopsida,Pinidae,Larix kaempferi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,287,"x=10, e=500, c=1"
Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia theobromae,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeria hispida,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeria miniovina,Complete,RM2+MCH,,B-GUT,RM2+MCH,13,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeria ovina,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Lasiosphaeris hirsuta,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus borealis,Complete,Dfam,,Curated Dfam,Dfam,121,
Animalia,Chordata,Actinopteri,Acropomatiformes,Lateolabracidae,Lateolabrax maculatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,39,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Not order identified Actinopteri,Centropomidae,Lates calcarifer,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,33,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Lamiales,Lamiaceae,Lavandula angustifolia,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,201,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Gloeocystidiellaceae,Laxitextum bicolor,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Poales,Poaceae,Leersia perrieri,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,77,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Lemuridae,Lemur catta,Complete,Dfam,,Curated Dfam,Dfam,18,
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lentamycetaceae,Lentamyces parricida,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lentamycetaceae,Lentamyces zychae,Complete,RM2+MCH,,B-GUT,RM2+MCH,21,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,Lentinellus vulpinus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula aciculospora,Complete,RM2+MCH,,B-GUT,RM2+MCH,21,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula boryana,Complete,RM2+MCH,,B-GUT,RM2+MCH,21,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula edodes,Complete,RM2+MCH,,B-GUT,RM2+MCH,18,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula lateritia,Complete,RM2+MCH,,B-GUT,RM2+MCH,29,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula raphanica,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lentinus tigrinus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Lentithecium fluviatile,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lenzites betulinus,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Argynnaceae,Lepidopterella palustris,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma basale,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,210,"x=10, e=500, c=1"
Animalia,Arthropoda,Branchiopoda,Notostraca,Triopsidae,Lepidurus packardi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,90,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Semionotiformes,Lepisosteidae,Lepisosteus oculatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,54,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Centrarchiformes,Centrarchidae,Lepomis macrochirus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,346,"x=10, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Leptodontidiaceae,Leptodontidium sp mpisdfrat0119,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,69,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Leptographium clavigerum,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Carnivora,Phocidae,Leptonychotes weddellii,Complete,Dfam,,Curated Dfam,Dfam,13,
Animalia,Arthropoda,Insecta,Hymenoptera,Figitidae,Leptopilina boulardi,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,101,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Leptoporus mollis,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Coraciiformes,Leptosomidae,Leptosomus discolor,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,71,"x=10, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria microscopica,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus americanus,Complete,Dfam,,Curated Dfam,Dfam,33,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces ceres,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces erythrocephalus,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerema accius,Complete,Dfam,,Curated Dfam,Dfam,3,
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Letharia columbiana,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Animalia,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lethenteron camtschaticum,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,306,"x=10, e=500, c=1"
Animalia,Chordata,Hyperoartia,Petromyzontiformes,Petromyzontidae,Lethenteron reissneri,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,262,"x=10, e=500, c=1"
Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Leucangium carthusianum,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus gongylophorus,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium creatinivorum,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Lichtheimia corymbifera,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Lichtheimia ornata,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna fortunei,Complete,Dfam,,Curated Dfam,Dfam,10,
Animalia,Arthropoda,Merostomata,Xiphosura,Limulidae,Limulus polyphemus,Complete,Dfam,,Curated Dfam,Dfam,1,
Plantae,Angiosperma,Magnoliopsida,Lamiales,Plantaginaceae,Linaria vulgaris,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,422,"x=10, e=500, c=1"
Fungi,Zoopagomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Linderina pennispora,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,Lindgomyces ingoldianus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,30,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lindra thalassiae,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Lineolatales,Lineolataceae,Lineolata rhizophorae,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia elongata,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,24,"x=10, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia gamsii,Complete,RM2+MCH,,B-GUT,RM2+MCH,23,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia schmuckeri,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia zychae,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Linaceae,Linum tenue,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,323,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malpighiales,Linaceae,Linum usitatissimum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,502,"x=10, e=500, c=1"
Fungi,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces japonicus,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces orientalis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces starkeyi,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces tetrasporus,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Artiodactyla,Lipotidae,Lipotes vexillifer,Complete,Dfam,,Curated Dfam,Dfam,23,
Plantae,Angiosperma,Magnoliopsida,Magnoliales,Magnoliaceae,Liriodendron chinense,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,43,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Sapindales,Sapindaceae,Litchi chinensis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,183,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Boraginales,Boraginaceae,Lithospermum erythrorhizon,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,84,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Laurales,Lauraceae,Litsea cubeba,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,99,"x=0, e=500, c=1"
Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria pulmonaria,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Lobosporangium transversale,Complete,RM2+MCH,,B-GUT,RM2+MCH,18,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Passeriformes,Locustellidae,Locustella ochotensis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,81,"x=10, e=500, c=1"
Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Lodderomyces elongisporus,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Poales,Poaceae,Lolium perenne,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,118,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Lomentospora prolificans,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema nucula,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Lophium mytilinum,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Animalia,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophius piscatorius,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,125,"x=10, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Lophodermium nitens,Complete,RM2+MCH,,B-GUT,RM2+MCH,40,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Loramyces juncicola,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Loramyces macrosporus,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Loxodonta africana,Complete,Dfam,,Release 1.2,Dfam,566,
Plantae,Angiosperma,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera littorea,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,41,"x=0, e=500, c=1"
Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Lunasporangiospora selenospora,Complete,RM2+MCH,,B-GUT,RM2+MCH,27,"x=0, e=500, c=1"
Plantae,Marchantiophyta,Marchantiopsida,Lunulariales,Lunulariaceae,Lunularia cruciata,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,103,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Lupinus albus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,215,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Lupinus angustifolius,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,248,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycaon pictus,Complete,Dfam,,Curated Dfam,Dfam,21,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon perlatum,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum atratum,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Animalia,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,Lytechinus pictus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,385,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca fascicularis,Complete,Dfam,,Release 1.2,Dfam,56,
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca mulatta,Complete,Dfam,,Release 1.2,Dfam,56,
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca nemestrina,Complete,Dfam,,Release 1.2,Dfam,56,
Plantae,Angiosperma,Magnoliopsida,Proteales,Proteaceae,Macadamia tetraphylla,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,379,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Macroglossus sobrinus,Complete,Dfam,,Curated Dfam,Dfam,37,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota fuliginosa,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina phaseolina,Complete,RM2+MCH,,B-GUT,RM2+MCH,29,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Macrotyloma uniflorum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,122,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,,Madurella fahalii,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,,Madurella mycetomatis,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthiopsis poae,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Dipodascomycetes,Dipodascales,Dipodascaceae,Magnusiomyces paraingens,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Malbrancheaceae,Malbranchea cinnamomea,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Malus domestica,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,1627,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Rosales,Rosaceae,Malus sieversii,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,905,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,No Orden No trobat,,Mammalia,Complete,Dfam,Repbase,No especie Repbase,Dfam,54,
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Mandrillus leucophaeus,Complete,Dfam,,Curated Dfam,Dfam,14,
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Complete,Dfam,,Curated Dfam,Dfam,2,
Plantae,Angiosperma,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera indica,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,184,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis javanica,Complete,Dfam,,Curated Dfam,Dfam,30,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis pentadactyla,Complete,Dfam,,Curated Dfam,Dfam,31,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius fiardii,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius oreades,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Plantae,Bryophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia polymorpha,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,9,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota marmota,Complete,Dfam,,Release 1.2,Dfam,711,
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Marquandomyces marquandii,Complete,RM2+MCH,,B-GUT,RM2+MCH,17,"x=0, e=500, c=1"
Fungi,Zoopagomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Martensiomyces pterosporus,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Massarina eburnea,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,,Massariosphaeria phaeospora,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Mattirolomyces terfezioides,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Medicago arabica,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,246,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Medicago truncatula,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,273,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,Megadermatidae,Megaderma lyra,Complete,Dfam,,Curated Dfam,Dfam,98,
Animalia,Chordata,Actinopteri,Characiformes,Anostomidae,Megaleporinus macrocephalus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,207,"x=10, e=500, c=1"
Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Megalonaias nervosa,Complete,Dfam,,Curated Dfam,Dfam,68,
